Physical_Condition,SHAP_Impact,Support,Confidence,Lift,Rule_Strength,Rule_Type,Antecedent_Categories,Consequent_Categories,Antecedent_Features,Consequent_Features,Feature_Count_Antecedent,Feature_Count_Consequent,Description
X_Medium | NDVI_8_High,GPP_6_HighPositiveImpact,0.106,0.5824175824175825,2.426739926739927,1.6960512015457072,mixed,geo_temp | satellite,satellite,X | NDVI_8,GPP_6,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,year_HighNegativeImpact | GPP_5_MediumImpact,0.09,0.4838709677419354,2.9148853478429846,1.6925140729410877,mixed,satellite,geo_temp | satellite,NDVI_8,year | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,EVI_season_max_NegativeImpact | GPP_6_MediumImpact,0.096,0.4210526315789473,3.341687552213868,1.688431605329112,mixed,satellite,geo_temp | satellite,NDVI_7,EVI_season_max | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,NDVI_8_NegativeImpact | TMIN_season_std_MediumImpact,0.114,0.5,2.808988764044944,1.6853932584269664,mixed,satellite,climate | geo_temp | satellite,NDVI_7,NDVI_8 | TMIN_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Medium | NDVI_8_High,NDVI_7_PositiveImpact,0.146,0.8021978021978021,1.743908265647396,1.678751253524306,mixed,geo_temp | satellite,satellite,X | NDVI_8,NDVI_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_8_High,EVI_season_std_PositiveImpact,0.09,0.5357142857142857,2.6005547850208046,1.6717852189419455,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_8,EVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | GPP_10_NegativeImpact,0.092,0.4946236559139785,2.8103616813294234,1.6680856431116575,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMIN_season_std | GPP_10,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_7_Low,year_HighNegativeImpact,0.096,0.7164179104477612,1.936264622831787,1.6646095861956856,mixed,geo_temp | satellite,geo_temp,NDVI_season_max | NDVI_7,year,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_7_High,b_density_MediumImpact,0.086,0.8431372549019608,1.6403448538948653,1.6596430286465695,mixed,satellite | soil,geo_temp,organic_matter | NDVI_7,b_density,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High | NDVI_7_High,NDVI_season_max_PositiveImpact,0.258,0.7329545454545455,1.8793706293706296,1.6529918944691675,mixed,satellite,geo_temp | satellite,NDVI_8 | NDVI_7,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,NDVI_season_mean_MediumImpact,0.138,0.6052631578947368,2.2754254056193117,1.652677399870868,mixed,satellite,geo_temp | satellite,NDVI_7,NDVI_season_mean,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_7_Low | year_High,NDVI_season_mean_MediumImpact,0.138,0.6052631578947368,2.2754254056193117,1.652677399870868,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_7 | year,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | year_High,NDVI_8_NegativeImpact,0.116,0.5087719298245614,2.706233669279582,1.6522268717706925,mixed,geo_temp | satellite,satellite,NDVI_7 | year,NDVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_7_High,saturated_hc_MediumImpact,0.102,0.6296296296296295,2.186213991769548,1.6518061271147688,mixed,geo_temp | satellite,soil,X | NDVI_7,saturated_hc,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | X_Low,NDVI_season_mean_NegativeImpact,0.104,0.7323943661971831,1.8779342723004693,1.6504661773457647,mixed,geo_temp | satellite,geo_temp | satellite,GPP_8 | X,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low | NDVI_7_Low,NDVI_season_std_MediumImpact,0.094,0.7014925373134328,1.959476361210706,1.6494696533176685,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | NDVI_7,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,GPP_7_MediumImpact | NDVI_season_std_MediumImpact,0.086,0.4623655913978494,2.9638819961400604,1.6444764623744852,mixed,satellite,geo_temp | satellite,NDVI_8,GPP_7 | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,GPP_6_MediumImpact | EVI_season_std_MediumImpact,0.124,0.543859649122807,2.5178687459389217,1.643240655244349,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_6 | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_Low | NDVI_season_max_Medium,NDVI_season_mean_NegativeImpact,0.07,0.7291666666666667,1.86965811965812,1.6359508547008548,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_season_max,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_Low | NDVI_8_Medium,NDVI_season_mean_NegativeImpact,0.07,0.7291666666666667,1.86965811965812,1.6359508547008548,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_8,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_High | organic_matter_High,NDVI_season_std_NegativeImpact,0.104,0.6265060240963854,2.175368139223561,1.6354574926210863,mixed,geo_temp | satellite | soil,geo_temp | satellite,NDVI_season_max | organic_matter,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | NDVI_8_High,NDVI_season_max_PositiveImpact,0.322,0.7285067873303167,1.8679661213597865,1.6329911974964286,mixed,satellite,geo_temp | satellite,GPP_8 | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,organic_matter_NegativeImpact | NDVI_season_mean_MediumImpact,0.084,0.4516129032258065,3.0107526881720434,1.6316337148803333,mixed,satellite,geo_temp | satellite | soil,NDVI_8,organic_matter | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | NDVI_8_Low,GPP_5_MediumImpact,0.126,0.6774193548387097,2.004199274670739,1.6292200555387943,mixed,geo_temp | satellite,satellite,year | NDVI_8,GPP_5,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_Low,TMIN_season_std_MediumImpact | NDVI_season_std_MediumImpact,0.072,0.6792452830188679,1.9977802441731407,1.6283793688354655,mixed,satellite,climate | geo_temp | satellite,GPP_8,TMIN_season_std | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_High,NDVI_season_max_PositiveImpact,0.336,0.7272727272727273,1.8648018648018647,1.6274634456452637,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_max,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
year_High | NDVI_8_High,NDVI_season_max_PositiveImpact,0.336,0.7272727272727273,1.8648018648018647,1.6274634456452637,mixed,geo_temp | satellite,geo_temp | satellite,year | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
X_High | NDVI_8_High,NDVI_season_max_HighPositiveImpact,0.088,0.419047619047619,3.2234432234432235,1.620931449502878,mixed,geo_temp | satellite,geo_temp | satellite,X | NDVI_8,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | wilting_point_MediumImpact,0.072,0.409090909090909,3.2991202346041053,1.6195681151692878,mixed,geo_temp | satellite,satellite | soil,NDVI_season_max,GPP_7 | wilting_point,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
X_High | NDVI_8_High,GPP_9_PositiveImpact,0.172,0.819047619047619,1.6446739338305605,1.616479523536322,mixed,geo_temp | satellite,satellite,X | NDVI_8,GPP_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,PPT_season_mean_MediumImpact | NDVI_season_max_NegativeImpact,0.09,0.4838709677419354,2.7808676307007785,1.6146973339552904,mixed,satellite,climate | geo_temp | satellite,NDVI_8,PPT_season_mean | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_std_MediumImpact | GPP_5_MediumImpact,0.09,0.4838709677419354,2.7808676307007785,1.6146973339552904,mixed,satellite,geo_temp | satellite,NDVI_8,NDVI_season_std | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,GPP_7_MediumImpact | year_HighNegativeImpact,0.114,0.5,2.6881720430107525,1.6129032258064515,mixed,satellite,geo_temp | satellite,NDVI_7,GPP_7 | year,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | year_High,NDVI_season_std_MediumImpact,0.122,0.6931818181818182,1.9362620619603863,1.6106179879034124,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max | year,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,NDVI_season_std_MediumImpact,0.122,0.6931818181818182,1.9362620619603863,1.6106179879034124,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,NDVI_season_std,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_7_Low,TMIN_season_std_MediumImpact | NDVI_season_mean_MediumImpact,0.132,0.5789473684210527,2.3157894736842106,1.608864265927978,mixed,satellite,climate | geo_temp | satellite,NDVI_7,TMIN_season_std | NDVI_season_mean,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low | NDVI_8_Low,GPP_7_MediumImpact,0.096,0.6233766233766234,2.149574563367667,1.6079934396100988,mixed,geo_temp | satellite,satellite,NDVI_season_max | NDVI_8,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_8_Medium,wilting_point_NegativeImpact,0.084,0.7636363636363637,1.7514595496246874,1.6049738418378954,mixed,satellite | soil,soil,organic_matter | NDVI_8,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_season_max_Medium,wilting_point_NegativeImpact,0.07,0.7608695652173914,1.745113681691265,1.5933646658920242,mixed,geo_temp | satellite | soil,soil,organic_matter | NDVI_season_max,wilting_point,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_season_max_Low,GPP_7_MediumImpact | NDVI_season_std_MediumImpact,0.08,0.4545454545454546,2.913752913752914,1.589319771137953,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,GPP_7 | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,NDVI_season_mean_MediumImpact | EVI_season_std_MediumImpact,0.084,0.4772727272727273,2.774841437632136,1.589227368825678,mixed,geo_temp | satellite,geo_temp | satellite,NDVI_season_max,NDVI_season_mean | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,TMIN_season_std_MediumImpact | NDVI_season_std_MediumImpact,0.118,0.6704545454545454,1.9719251336898396,1.586503403014098,mixed,geo_temp | satellite,climate | geo_temp | satellite,NDVI_season_max,TMIN_season_std | NDVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Medium | X_Low,VPDMIN_3_PositiveImpact,0.08,0.7843137254901962,1.6830766641420518,1.584072154486637,mixed,geo_temp | soil,climate,organic_matter | X,VPDMIN_3,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Low | NDVI_7_Medium,Y_PositiveImpact,0.076,0.6229508196721312,2.1188803390208544,1.5839498927762452,mixed,satellite | soil,geo_temp,organic_matter | NDVI_7,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,TMIN_season_std_MediumImpact | field_capacity_NegativeImpact,0.104,0.4561403508771929,2.886964246058183,1.5802330610002686,mixed,satellite,climate | geo_temp | soil,NDVI_7,TMIN_season_std | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_8_Low,NDVI_season_mean_MediumImpact | TMIN_9_MediumImpact,0.082,0.4408602150537634,2.978785236849753,1.575873480139869,mixed,satellite,climate | geo_temp | satellite,NDVI_8,NDVI_season_mean | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,GPP_6_MediumImpact | field_capacity_NegativeImpact,0.092,0.4035087719298245,3.254102999434069,1.5756709260417596,mixed,satellite,geo_temp | satellite | soil,NDVI_7,GPP_6 | field_capacity,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | GPP_8_Medium,GPP_9_MediumImpact,0.116,0.6105263157894737,2.149740548554485,1.574967812414654,mixed,geo_temp | satellite,satellite,year | GPP_8,GPP_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_High | NDVI_8_Medium,Y_NegativeImpact,0.072,0.48,2.7272727272727275,1.5709090909090908,mixed,satellite | soil,geo_temp,organic_matter | NDVI_8,Y,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,organic_matter_NegativeImpact | GPP_6_MediumImpact,0.11,0.4824561403508772,2.710427754780209,1.569195015925384,mixed,satellite,satellite | soil,NDVI_7,organic_matter | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_season_max_Low,wilting_point_MediumImpact | GPP_5_MediumImpact,0.082,0.4659090909090909,2.8066812705366924,1.5691899830727871,mixed,geo_temp | satellite,satellite | soil,NDVI_season_max,wilting_point | GPP_5,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,GPP_6_MediumImpact | TMIN_9_MediumImpact,0.108,0.4736842105263157,2.7539779681762546,1.5654190555949234,mixed,satellite,climate | satellite,NDVI_7,GPP_6 | TMIN_9,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
GPP_8_High | organic_matter_Medium,NDVI_9_PositiveImpact,0.162,0.7168141592920354,1.8193252773909527,1.5649417430300938,mixed,satellite | soil,satellite,GPP_8 | organic_matter,NDVI_9,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_High,TMIN_season_std_MediumImpact | NDVI_season_max_PositiveImpact,0.32,0.6926406926406926,1.8821757952192733,1.564405855766669,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMIN_season_std | NDVI_season_max,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low,EVI_season_max_NegativeImpact | EVI_season_std_MediumImpact,0.096,0.4210526315789473,3.095975232198142,1.5642822225843245,mixed,satellite,geo_temp | satellite,NDVI_7,EVI_season_max | EVI_season_std,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
year_High | NDVI_8_Low,GPP_7_MediumImpact,0.114,0.6129032258064516,2.113459399332592,1.5544153001542935,mixed,geo_temp | satellite,satellite,year | NDVI_8,GPP_7,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low | X_Low,VPDMIN_11_NegativeImpact,0.076,0.6129032258064516,2.113459399332592,1.5544153001542935,mixed,geo_temp | satellite,climate,NDVI_7 | X,VPDMIN_11,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
organic_matter_Medium | NDVI_7_High,NDVI_season_max_PositiveImpact,0.108,0.7105263157894737,1.8218623481781373,1.5533773705518856,mixed,satellite | soil,geo_temp | satellite,organic_matter | NDVI_7,NDVI_season_max,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,wilting_point_MediumImpact | GPP_6_MediumImpact,0.078,0.4193548387096774,3.0834914611005693,1.5516924771989962,mixed,satellite,satellite | soil,NDVI_8,wilting_point | GPP_6,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
organic_matter_Low | X_Low,NDVI_season_mean_MediumImpact,0.068,0.5862068965517242,2.203785325382422,1.5502489875103933,mixed,geo_temp | soil,geo_temp | satellite,organic_matter | X,NDVI_season_mean,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_8_Low,TMIN_season_std_MediumImpact | NDVI_10_NegativeImpact,0.086,0.4623655913978494,2.785334887938852,1.5454116152434918,mixed,satellite,climate | geo_temp | satellite,NDVI_8,TMIN_season_std | NDVI_10,1,2,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 2 features)"
NDVI_7_Low | year_High,EVI_8_NegativeImpact,0.094,0.4122807017543859,3.123338649654439,1.545230700355354,mixed,geo_temp | satellite,satellite,NDVI_7 | year,EVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
NDVI_7_Low,field_capacity_NegativeImpact,0.104,0.4561403508771929,2.815681178254277,1.541214960728657,mixed,satellite,geo_temp | soil,NDVI_7,field_capacity,1,1,"Mixed or complex relationship (Antecedent: 1 features, Consequent: 1 features)"
NDVI_7_Low | year_High,field_capacity_NegativeImpact,0.104,0.4561403508771929,2.815681178254277,1.541214960728657,mixed,geo_temp | satellite,geo_temp | soil,NDVI_7 | year,field_capacity,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
GPP_8_High | X_Low,EVI_8_MediumImpact,0.116,0.8169014084507044,1.5709642470205851,1.5399874872201795,mixed,geo_temp | satellite,satellite,GPP_8 | X,EVI_8,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
year_High | NDVI_8_Low,NDVI_season_std_MediumImpact,0.126,0.6774193548387097,1.8922328347449997,1.5382021753410964,mixed,geo_temp | satellite,geo_temp | satellite,year | NDVI_8,NDVI_season_std,2,1,"Mixed or complex relationship (Antecedent: 2 features, Consequent: 1 features)"
